Statistical profiling result from isolate-0x128008000-67216-v8.log, (8257 ticks, 6748 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%          /opt/homebrew/Cellar/node/21.6.2_1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
      1  100.0%          JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      3    2.6%    JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      3  100.0%      JS: ^serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      3  100.0%        JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      3  100.0%          JS: ^serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      3  100.0%            JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      3    2.6%    Builtin: StringConstructor
      3  100.0%      JS: *idGetter /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/schema/idGetter.js:26:18
      3  100.0%        JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      3  100.0%          JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      3  100.0%            JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      2    1.8%    JS: ^validate0 :3:254
      2  100.0%      JS: ^validate0 :3:254
      1   50.0%        JS: ~validate /Users/richardwilding/code/cc-vf/node_modules/yahoo-finance2/node_modules/ajv/dist/core.js:140:13
      1  100.0%          JS: ~validateSchema /Users/richardwilding/code/cc-vf/node_modules/yahoo-finance2/node_modules/ajv/dist/core.js:246:19
      1  100.0%            JS: ~_addSchema /Users/richardwilding/code/cc-vf/node_modules/yahoo-finance2/node_modules/ajv/dist/core.js:434:15
      1   50.0%        JS: ^validate0 :3:254
      1  100.0%          JS: ~validate /Users/richardwilding/code/cc-vf/node_modules/yahoo-finance2/node_modules/ajv/dist/core.js:140:13
      1  100.0%            JS: ~validateSchema /Users/richardwilding/code/cc-vf/node_modules/yahoo-finance2/node_modules/ajv/dist/core.js:246:19
      2    1.8%    JS: ^serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1   50.0%      JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%        JS: ^serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%          JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%            JS: ^serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1   50.0%      JS: ^serialize /Users/richardwilding/code/cc-vf/node_modules/bson/lib/bson.js:110:19
      1  100.0%        JS: ^serializeBson /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cmap/commands.js:379:18
      1  100.0%          JS: ^makeDocumentSegment /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cmap/commands.js:371:24
      1  100.0%            JS: ^toBin /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cmap/commands.js:345:10
      2    1.8%    JS: ^execute /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/find.js:30:12
      2  100.0%      JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/operation.js:28:51
      1   50.0%        JS: ^<anonymous> node:internal/util:416:24
      1  100.0%          Builtin: PromiseConstructor
      1  100.0%            JS: ^fn node:internal/util:415:14
      1   50.0%        JS: *fn node:internal/util:415:14
      1  100.0%          JS: ^executeOperationAsync /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/execute_operation.js:15:37
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    1.8%    JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      2  100.0%      JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1   50.0%        JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            JS: ^deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1   50.0%        JS: *deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          JS: *deserializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            JS: ^deserialize /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/deserializer.js:36:21
      2    1.8%    JS: ^_loop8$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1162:500
      2  100.0%      JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      2  100.0%        JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:6073
      2  100.0%          JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:5286
      2  100.0%            JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      2    1.8%    JS: ^_init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:740:17
      1   50.0%      JS: *init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:724:14
      1  100.0%        JS: ^Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      1  100.0%          JS: ^syncWrapper /Users/richardwilding/code/cc-vf/node_modules/kareem/index.js:328:30
      1  100.0%            JS: ^Document.init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:634:35
      1   50.0%      JS: *Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      1  100.0%        JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      1  100.0%          JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      1  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/utils.js:349:18
      2    1.8%    JS: ^CommandOperation /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/command.js:13:16
      1   50.0%      JS: ~UpdateOperation /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/update.js:10:16
      1  100.0%        JS: ~UpdateManyOperation /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/update.js:86:16
      1  100.0%          JS: ~updateMany /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/collection.js:175:15
      1  100.0%            JS: ^NativeCollection.<computed> /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:93:43
      1   50.0%      JS: ^FindOperation /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/operations/find.js:12:16
      1  100.0%        JS: ^_initialize /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cursor/find_cursor.js:48:16
      1  100.0%          JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cursor/abstract_cursor.js:443:12
      1  100.0%            JS: *next /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cursor/abstract_cursor.js:501:14
      2    1.8%    JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/queryhelpers.js:237:29
      2  100.0%      JS: ^Schema.eachPath /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schema.js:1451:37
      2  100.0%        JS: ^analyzeSchema /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/queryhelpers.js:227:25
      2  100.0%          JS: ^applyPaths /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/queryhelpers.js:147:41
      2  100.0%            JS: ^applyPaths /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:5426:50
      2    1.8%    JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1193:49
      2  100.0%      Builtin: ArrayFilter
      2  100.0%        JS: ^_loop8$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1162:500
      2  100.0%          JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      2  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:6073
      2    1.8%    JS: *serializeObjectId /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:210:27
      2  100.0%      JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      2  100.0%        JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      2  100.0%          JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      2  100.0%            JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      2    1.8%    JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      2  100.0%      JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      2  100.0%        JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      2  100.0%          JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:35:31
      2  100.0%            Builtin: ArrayFilter
      2    1.8%    JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      2  100.0%      JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      2  100.0%        JS: *idGetter /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/schema/idGetter.js:26:18
      2  100.0%          JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      2  100.0%            JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34

     85    1.0%  Builtin: LoadIC_Megamorphic
     12   14.1%    JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      7   58.3%      JS: *idGetter /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/schema/idGetter.js:26:18
      7  100.0%        JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      7  100.0%          JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      7  100.0%            JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      2   16.7%      JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:574:51
      2  100.0%        Builtin: ArrayMap
      2  100.0%          JS: ^getIds /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:574:20
      2  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:578:49
      1    8.3%      JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:574:51
      1  100.0%        Builtin: ArrayMap
      1  100.0%          JS: ^getIds /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:574:20
      1  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:578:49
      1    8.3%      JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1193:49
      1  100.0%        Builtin: ArrayFilter
      1  100.0%          JS: ^_loop8$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1162:500
      1  100.0%            JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      1    8.3%      JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:35:31
      1  100.0%        Builtin: ArrayFilter
      1  100.0%          JS: ~uniquePrimitives /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:33:26
      1  100.0%            JS: ^_callee19$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:549:109
     11   12.9%    JS: *Document /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:79:18
     11  100.0%      JS: *Model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:117:15
     10   90.9%        JS: *model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:5100:27
     10  100.0%          JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
     10  100.0%            JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      1    9.1%        JS: ^model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:5100:27
      1  100.0%          JS: *createModel /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/queryhelpers.js:95:43
      1  100.0%            JS: ^completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
     10   11.8%    JS: *Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      9   90.0%      JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      9  100.0%        JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      9  100.0%          JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/utils.js:349:18
      9  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1   10.0%      JS: *Document.init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:634:35
      1  100.0%        JS: *Document.$init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:655:36
      1  100.0%          JS: ^completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      1  100.0%            JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      8    9.4%    JS: *_init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:740:17
      4   50.0%      JS: *init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:724:14
      4  100.0%        JS: *_init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:740:17
      3   75.0%          JS: *Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      3  100.0%            JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      1   25.0%          JS: *init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:724:14
      1  100.0%            JS: *_init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:740:17
      4   50.0%      JS: *Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      3   75.0%        JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      3  100.0%          JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      3  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/utils.js:349:18
      1   25.0%        JS: *syncWrapper /Users/richardwilding/code/cc-vf/node_modules/kareem/index.js:328:30
      1  100.0%          JS: ^Document.init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:634:35
      1  100.0%            JS: *Document.$init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:655:36
      8    9.4%    JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      8  100.0%      JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      3   37.5%        JS: *idGetter /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/schema/idGetter.js:26:18
      3  100.0%          JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      3  100.0%            JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      2   25.0%        JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:35:31
      2  100.0%          Builtin: ArrayFilter
      2  100.0%            JS: ^uniquePrimitives /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:33:26
      1   12.5%        JS: ^markArraySubdocsPopulated /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/populate/markArraySubdocsPopulated.js:19:52
      1  100.0%          JS: ^Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      1  100.0%            JS: ^syncWrapper /Users/richardwilding/code/cc-vf/node_modules/kareem/index.js:328:30
      1   12.5%        JS: *getIds /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:574:20
      1  100.0%          JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:591:35
      1  100.0%            Builtin: ArrayMap
      1   12.5%        JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:578:49
      1  100.0%          Builtin: ArrayMap
      1  100.0%            JS: ^_callee19$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:549:109
      5    5.9%    JS: *idGetter /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/schema/idGetter.js:26:18
      5  100.0%      JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      5  100.0%        JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      5  100.0%          JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      5  100.0%            JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:35:31
      5    5.9%    JS: *applyDefaults /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/applyDefaults.js:3:40
      3   60.0%      JS: *Document /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:79:18
      3  100.0%        JS: *Model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:117:15
      3  100.0%          JS: *model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:5100:27
      3  100.0%            JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      2   40.0%      JS: *Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      2  100.0%        JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      2  100.0%          JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      2  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/utils.js:349:18
      5    5.9%    JS: *Schema.path /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schema.js:936:33
      3   60.0%      JS: *_init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:740:17
      3  100.0%        JS: *Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      3  100.0%          JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      3  100.0%            JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      2   40.0%      JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      2  100.0%        JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      2  100.0%          JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:35:31
      2  100.0%            Builtin: ArrayFilter
      4    4.7%    JS: *Model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:117:15
      4  100.0%      JS: *model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:5100:27
      4  100.0%        JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      4  100.0%          JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      4  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/utils.js:349:18
      2    2.4%    JS: ^Document.$__init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:668:38
      2  100.0%      JS: ^syncWrapper /Users/richardwilding/code/cc-vf/node_modules/kareem/index.js:328:30
      2  100.0%        JS: ^Document.init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:634:35
      2  100.0%          JS: ^Document.$init /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:655:36
      2  100.0%            JS: ^completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      2    2.4%    JS: *completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      2  100.0%      JS: ^cb /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/query.js:2279:14
      2  100.0%        JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/utils.js:349:18
      1   50.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      1  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1   50.0%          Builtin: CallApiCallbackGeneric
      1  100.0%            JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
      2    2.4%    JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:35:31
      2  100.0%      Builtin: ArrayFilter
      2  100.0%        JS: ~uniquePrimitives /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:33:26
      1   50.0%          JS: ^_loop8$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1162:500
      1  100.0%            JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      1   50.0%          JS: ^_callee19$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:549:109
      1  100.0%            JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      1    1.2%    JS: ^onStreamRead node:internal/stream_base_commons:167:22
      1    1.2%    JS: ^checkIn /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cmap/connection_pool.js:190:12
      1  100.0%      JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cmap/connection_pool.js:327:27
      1  100.0%        JS: ^<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/sdam/server.js:208:101
      1  100.0%          JS: ^handleOperationResult /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/sdam/server.js:324:42
      1  100.0%            JS: ^onMessage /Users/richardwilding/code/cc-vf/node_modules/mongodb/lib/cmap/connection.js:157:14
      1    1.2%    JS: ^Schema.path /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schema.js:936:33
      1  100.0%      JS: *Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      1  100.0%        JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      1  100.0%          JS: *idGetter /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/schema/idGetter.js:26:18
      1  100.0%            JS: *VirtualType.applyGetters /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/virtualtype.js:140:46
      1    1.2%    JS: ^Document /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:79:18
      1  100.0%      JS: ^Model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:117:15
      1  100.0%        JS: ^model /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/model.js:5100:27
      1  100.0%          JS: ^createModel /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/queryhelpers.js:95:43
      1  100.0%            JS: ^completeMany /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/query/completeMany.js:23:22
      1    1.2%    JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1193:49
      1  100.0%      Builtin: ArrayFilter
      1  100.0%        JS: ^_loop8$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:1162:500
      1  100.0%          JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      1  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:6073
      1    1.2%    JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%      JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%        JS: ^serializeObject /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%          JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%            JS: *serializeInto /Users/richardwilding/code/cc-vf/node_modules/bson/lib/parser/serializer.js:553:23
      1    1.2%    JS: *SchemaType._castForQuery /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schematype.js:1647:46
      1  100.0%      JS: *<anonymous> /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schematype.js:1570:26
      1  100.0%        Builtin: ArrayMap
      1  100.0%          JS: ^handle$in /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schematype.js:1565:19
      1  100.0%            JS: *SchemaType.castForQuery /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schematype.js:1626:45
      1    1.2%    JS: *Schema.hasMixedParent /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schema.js:1574:43
      1  100.0%      JS: ^Schema.path /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/schema.js:936:33
      1  100.0%        JS: *Document.$__path /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1913:38
      1  100.0%          JS: ^Document.get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/document.js:1836:34
      1  100.0%            JS: *get /Users/richardwilding/code/cc-vf/node_modules/mongoose/lib/helpers/document/compile.js:190:20
      1    1.2%    JS: *Readable.push node:internal/streams/readable:385:35
      1  100.0%      JS: *onStreamRead node:internal/stream_base_commons:167:22
      1    1.2%    JS: *<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:591:35
      1  100.0%      Builtin: ArrayMap
      1  100.0%        JS: ^_callee19$ /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:549:109
      1  100.0%          JS: ^tryCatch /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:4643
      1  100.0%            JS: ^<anonymous> /Users/richardwilding/code/cc-vf/dist-server/SharedFunctions.js:25:6073
